User,Content,Date
@wsupden,Elon giving that woman twitter ceo on a already sinking ship is fucked up,"May 12, 2023 · 6:25 PM UTC"
@willsilva05,"Honestly, reading the replies to Elon’s CEO announcement is so fucking funny. 

All those Twitter Blue dorks are heated 😂","May 12, 2023 · 6:20 PM UTC"
@TheBrando2,"the new twitter CEO move is so funny. Right wingers are mad at her for all kinds of reasons.  Everyone knows shes just there to do nothing and catch shit for Elon considering he's still the owner of his company, and this wont even bring back the advertisers (for reasons above)","May 12, 2023 · 6:18 PM UTC"
@1127lk,Meanwhile Elon Musk is stepping down as Twitter CEO for a leftist from NBC News just fucking fantastic,"May 12, 2023 · 6:09 PM UTC"
@Trump_DeSantis,I wonder who’s holding what over his head.   What on earth happened to make Elon think it’s ok to make this lady fucking CEO.   I’ve lost all faith in Elon.  I thought he was great at making good decisions.   This one proves I’m wrong.  RIP Twitter 2.0. It was a good run…,"May 12, 2023 · 6:06 PM UTC"
@camarotedacpi,"🖥️ Elon Musk anunciou Linda Yaccarino, ex-presidente da NBCUniversal, como nova CEO do Twitter.","May 12, 2023 · 5:54 PM UTC"
@businesscloud23,"Twitter 2.0 after Elon Musk will be shit. Elon Musk was the guy to handle Twitter's problems and fix them. He is a G. 

#ElonMusk #TwitterCEO #fridaymorning #topg","May 12, 2023 · 5:54 PM UTC"
@MattArthurIIpt2,Glad Elon hired a liberal as CEO of twitter so I don’t have to see him getting sucked off by a bunch of blue check morons every time I log on this app.,"May 12, 2023 · 5:54 PM UTC"
@FookHad,"If Twitter goes right down the shitter with this ""CEO"" hire, Elon's Twitter was good while it lasted. Hope for the best.","May 12, 2023 · 5:51 PM UTC"
@XxFoodstampxX,"We have WEF governors, and no one seems to give a shit but here comes a Twitter CEO, and it's a problem?

Come on, people if she steps out of line I'm sure Elon will handle it.

If not we Anheuser-Busch Twitter.","May 12, 2023 · 5:48 PM UTC"
@justin_paedeau,"Bill: I want kiddie porn back on twitter.
Elon: My new WEF backed CEO will do that for you.
Bill: Excellent!","May 12, 2023 · 5:47 PM UTC"
@jaybrandon4981,after all the good @elonmusk has done he goes and appoints a severely liberal WEF player as the CEO and just like that Twitter is to go to shit & he lines the pockets of someone who works for people that world love only 2 classes them and the poor. Wow I am very disappointed Elon,"May 12, 2023 · 5:42 PM UTC"
@G30U53,Ya know whoever takes the CEO position after Elon I just hope they make it so THIS FUCKIN GARBAGE ASS APP DOESN'T CRASH EVERY FIVE MINUTES. Otherwise I'd think it'd be best to give Twitter to a room full of monkey's. At least then something will get done.,"May 12, 2023 · 5:42 PM UTC"
@KlausBugz,"WEF bitch Elon musk appoints new CEO of Twitter

who is also affiliated with the WEF 

why i am shocked","May 12, 2023 · 5:41 PM UTC"
@SwissWatchGuy,"For Twitter CEO, Elon should hire a business leader who has a history of actually advocating for free speech, like David Sacks.

His current choice basically goes along with the ‘current thing’ as much as any of the other corporate elites.

It’s very disheartening.","May 12, 2023 · 5:40 PM UTC"
@WeidmanJayson,"LMAO Elon hired a WEF member to be the CEO of twitter,  they tired of him making billionaires look as shitty as they really are","May 12, 2023 · 5:40 PM UTC"
@johnny_k_wuhhh,"""RIP Twitter"" is trending because Elon ass sniffers can't stand that the CEO is now a woman and now I want to mass unblock these idiots so they can hear me dying from laughter","May 12, 2023 · 5:35 PM UTC"
@HouseofGlib,"I have zero faith in the newly announced Twitter CEO because she was appointed by Elon and actually wants the job, but it is fun seeing the usual gang of idiots losing their shit.","May 12, 2023 · 5:34 PM UTC"
@crapaport2000,"I got back on twitter to follow WGA strike shit. Next day, Elon Musk resigns as CEO. You're welcome. #wgastrong","May 12, 2023 · 5:11 PM UTC"
@Halbridious,Enjoying my popcorn and the right wing meltdown over the idea that Twitter's CEO might be less braindead than Elon Musk and also have a vagina.,"May 12, 2023 · 5:06 PM UTC"
@HeyAnalyst,"So Twitter will fall then, that's what I conclude from the latest developments.

Twitter was already a tough bet for Elon Musk and now he hired a CEO, Linda Yaccarino, who instead of focusing on core issues of the Company will be more concerned about woke ideology/shit.","May 12, 2023 · 5:02 PM UTC"
@TeslaTruckClub,"Some people: ""Always trust @elonmusk!""

Same people: ""Elon's choice for Twitter CEO sucks!""

🙃","May 12, 2023 · 5:02 PM UTC"
@Richie_Vaalen,"Elon Musk nombra a Linda Yaccarino CEO de Twitter  y todos saltan enojados diciendo como es esa mujer y sus ideologías. Me pregunto? Cuanta $$ aportan a Elon Musk para decirle a quien contratar y a quien no..  jajaja, es su pinche pedo contratar a quien se le hinchen los webos","May 12, 2023 · 4:59 PM UTC"
@philly_bits,"Watching all the dumbfucks who RAN to pay Elon Musk $8/mo melt before our very eyes over ""the end of Twitter"" with the selection of a WEF associated woman as CEO is the smile that makes my day.

RIP Twitter","May 12, 2023 · 4:58 PM UTC"
@shauntheprawn26,"I’ll wait for the All In pod to drop, hopefully addressing Elon Musk’s choice of CEO… Personally, I thought this new Twitter movement was moving away from the WEF type shit. I was wrong, and it’s good to remember that none of them are our friends. 🤷🏻‍♂️ @DavidSacks @Jason @chamath @friedberg","May 12, 2023 · 4:58 PM UTC"
@ButTsla,"The big bullshit: Twitter overhang !
Some history:
1. Elon acquire Twitter, $TSLA dumped resulting in -20% 
2. People constantly arguing that tesla suffers from Elon being CEO of Twitter: “Twitter overhang” is on everyone lips
3. Elon announces new Twitter CEO results: -0.5%🤦‍♂️","May 12, 2023 · 4:58 PM UTC"
@GeneralGrantW,"Hysterical that Elon built his entire sand castle as CEO at Twitter on the shores of ""anti-wokeness"" and appeasing the trolls, and all those trolls fucking hate Linda Yaccarino","May 12, 2023 · 4:52 PM UTC"
@rusmclaughlin,"I mean, really now. Complaining that Yaccarino is a globalist kinda overlooks how Twitter is a global platform, not a nationalist one.

Personally, my trepidation is the same as it would be for any new Twitter CEO... they could only get the job by kissing  Elon's entire ass.","May 12, 2023 · 4:49 PM UTC"
@hopeseekr,"Damn. I think I have to cancel my #TwitterBlue because of #TwitterCEO is a total globalist shill.

Damn, Elon. My faith in you is wrecked hardcore.

You're going to lose your core (paying) members and the left will still hate you.","May 12, 2023 · 4:49 PM UTC"
@SarcasmStardust,So the new CEO of Twitter is a WEF stooge? Excellent. I’m sure that’s fine. Is anyone still pretending Elon is a free speech saving man of the people? Fuck.,"May 12, 2023 · 4:46 PM UTC"
@smithy692,"The fact that the incoming new twitter ceo and mask loving,vax pushing cnut linda yaccarino is neck deep in the wef bullshit should tell you all you need to know about elon musk.
no saviour,no hero.","May 12, 2023 · 4:39 PM UTC"
@KurtzGodel,"Taking bets....how long will it take for Elon to knock up the new CEO of Twitter!? 😜😂😂There should be a betting pool on it, for real too. its genius, hire women to high positions and fuck whats close, like Bill Cliton! 😂😂😂","May 12, 2023 · 4:39 PM UTC"
@LubbersTonnie,"Well, Elon did it. 

He made a WEF puppet CEO of twitter. One that promoted the poisin jabs.

Medical disinformation bans ... here they come.
More distopian shit flowing around.

@elonmusk i wondered what side you were on, now i know.","May 12, 2023 · 4:38 PM UTC"
@CaptainWhitmire,Elon’s twitter was a shitshow. At least there would be some form or moderation on this site. I’m personally happy he is leaving the CEO role because of his con man tendencies.,"May 12, 2023 · 4:38 PM UTC"
@bluethornsjays,it seems like youre agreeing more than anything because elon became the new ceo of twitter and started doing what you wanted him to do.,"May 12, 2023 · 4:37 PM UTC"
@bazilllionaire,"Then: But Elon is a rocket scientist so obviously he can run Twitter

…Twitter dying a slow death…
…Elon announces new CEO…
…New CEO has vagina and ethics…

Now: RIP Twitter","May 12, 2023 · 4:35 PM UTC"
@vioIationpoison,"RIP Twitter.

A chair woman from the WEF is the new CEO.

I will NOT be participating on a product affiliated with the WEF.

Elon, what the fuck did you do?","May 12, 2023 · 4:26 PM UTC"
@smartkittymomo,"I think this is the funniest choice Elon has made, like dude is a shitty CEO but is also the main reason a lotta those dudes have bluechecks.

He makes probably the best decision he could by stepping down, and in doing so further kneecaps Twitter's profitability","May 12, 2023 · 4:22 PM UTC"
@JediNabber,right wingers are losing their mind because elon just appointed a member of the world economic forum as CEO of twitter HAHAHAHAHAHA these guys genuinely believed elon was one of them 😭😭😭😭😭 absolute fucking degenerates man,"May 12, 2023 · 4:18 PM UTC"
@hobbit1911,"for all the people wigging out about the new Twitter CEO.  Elon hired her because in his mind she is the right person for the job.  He's pretty damned good at talent evaluation.  And if she doesn't do the job, her ass is gone.  Strictly a business decision.  Relax friends let this unfold✌️","May 12, 2023 · 4:15 PM UTC"
@AMERICANDYN4STY,new twitter ceo wow @lindayacc GIRL PLEASE BRING BACK THE API I MISS MY BOTS ELON FUCKED IT OVER,"May 12, 2023 · 4:15 PM UTC"
@cetowfh,"Elon, are there any reassurances you can provide pertaining to Twitter’s free speech reputation? Or is it free reign for the new CEO and your users have to bow to old Twitter ban-happy days?
Any comment at all?","May 12, 2023 · 4:12 PM UTC"
@edb87,Love that the people who were excited that Elon took over Twitter because of some idiotic conspiracy about CeNsOrShIp are now mad at the new CEO announcement because of a different conspiracy where we’re all supposed to be made to eat bugs or some shit.,"May 12, 2023 · 4:12 PM UTC"
@PatriotAfghan1,"I am going to delete Twitter i am free but guys remember!
This Twitter will soon turn into Suspension Center you won't be able to say fuck up!! 
Fuck you elon musk you betrayed free speech!!
#TwitterCEO #ElonMusk 
Bye bye","May 12, 2023 · 4:12 PM UTC"
@npcj3600,"so normal people hated when elon musk took over twitter and left cuz he made it a breeding ground for racist/ toxic folks. now linda yaccarino i think is the new ceo and all the hateful toxic folks want to leave. well bye scum, slide down into the sewer with ur gutter trash ass","May 12, 2023 · 4:10 PM UTC"
@ArmyMosher4,"No, we will not stop attacking her. She’s the wrong person for the job. If she becomes the CEO Twitter will go down the shitter like it was before will get censored will get blocked will get suspended. We should try and get a petition to Elon musk, to tell him not to give","May 12, 2023 · 4:05 PM UTC"
@GianniDAngeloww,"As #WarrenBuffett and Charlie said, they don’t like to fail as much as #Elon does. 
That big sucking noise is all the subscribers canceling in anticipation of the arrival of woke #Twitter You couldn’t find a worse CEO choice if someone asked you too","May 12, 2023 · 4:03 PM UTC"
@SokolCapital,"I think market calls bullshit on 1) Elon’s choice for Twitter CEO and 2) Elon’s tweets about debt ceiling financial Armageddon.

@SEC & @GaryGensler prob gonna have some paperwork filed on ol Elon again soon enough.

Cc @elonmusk for comment 😸","May 12, 2023 · 3:51 PM UTC"
@flinsworld,"Conservatives are so fucking stupid, meltdown over the new ceo of Twitter when the left hates elon already, no best of both worlds? Snowflake fucks","May 12, 2023 · 3:48 PM UTC"
@Shawncormier08,"@elonmusk is fucking around with the new CEO of twitter. He's about to find out what a boycott looks like

Fuck around and find out Elon, fuck around and find out","May 12, 2023 · 3:25 PM UTC"
@ConectaArizona,"👟Adidas venderá parte del inventario de Yeezy en vez de quemarlo tras polémica con Kanye West.
🎇Astrónomos detectan la ""mayor explosión cósmica"" del Universo y dicen que es ""un verdadero enigma"".
📱Elon Musk anuncia que ya ha escogido una nueva CEO para Twitter; será una mujer.","May 12, 2023 · 3:17 PM UTC"
@redfoxryder,Wow #TESLA was $177 this morning that Elon found a new Twitter CEO... then WSJ spreads are rumour that Elon is stepping down as Tesla CEO??? Stocks drop instantly to $171 or 5% ... Now does WSJ get sued for spreading bullshit rumour?? Thoughts ??,"May 12, 2023 · 3:14 PM UTC"
@redfoxryder,Wow #TESLA was $177 this morning that Elon found a new Twitter CEO... then WSJ spreads are rumour that Elon is stepping down as Tesla CEO??? Stocks drop instantly to $171 or 5% ... Now does WSJ get sued for spreading bullshit rumour?? Thoughts ??,"May 12, 2023 · 3:13 PM UTC"
@NatCon2022,"One day after Elon announces WEF/Ad Council globalist will be Twitter CEO, suddenly there is a surge in Tweets with DOJ crime stats being deleted by Twitter staff.

Or possibly they are just using AI to target and deletes Tweets with DOJ crime stats.","May 12, 2023 · 3:02 PM UTC"
@karmarvar,I’m the new Twitter CEO. Elon wanted a regular ass person to run it. Tucker Carlson’s show will automatically have a crying chipmunk voice filter. Right wingnut accounts will have Pepe profile pics so they’ll be easier to block. Everyone needs one sarcastic tweet a day.,"May 12, 2023 · 3:01 PM UTC"
@TheStupidWizard,"i have no idea who the new twitter ceo is or her plans for the future but I clicked on trending and saw dozens of """"""verified"""""" accounts pissing and moaning over ""free speech"" and i can only guess it's because elon will no longer be ceo so she's probably got my support","May 12, 2023 · 2:56 PM UTC"
@aykrivwassup,"to be fair i had never heard of this lady before today. i just think it's hilarious that elon's simps are frothing at the mouth so much because the soon to be twitter ceo supports human rights.

that thing about the horses does suck tho, i'll definitely look into that","May 12, 2023 · 2:52 PM UTC"
@Stunna_Vell,Elon stepping down as Twitter CEO after firing hella Mfers that didn’t agree with him is funny as fuck,"May 12, 2023 · 2:52 PM UTC"
@dugtrio17,100% chance the new Twitter CEO was hired to be a hate sink for all the bluecheck bitches who will never stop whining to Elon about their numbers not being high enough to quench their eternal victim complex,"May 12, 2023 · 2:51 PM UTC"
@roscoking81,"People forget the epic nature of Elon's trolling.

1. Aquire Twitter, enable free speech. 

2. Offer vote for new CEO to address complaints. 

3. Propose terrible WEF associated person as new CEO.

4. We all freak the fuck out.

5. Elon stays CEO.","May 12, 2023 · 2:49 PM UTC"
@LEBcando,"continued,
Linda sounds like a Marketing expert, and that seems like one of the last pieces of the Twitter Puzzle to TwitterX.  
She's the possible ceo bc she can kick ass in Marketing.  I love a woman who can stick it out with the best of them.  I trust Elon's judgement.  I personally don't know her, but it is what it is.","May 12, 2023 · 2:36 PM UTC"
@KalJoplin,"Nope. The CEO's boss is the board of directors, and Elon will be just one of them. He'll have zero real power.

Twitter is totally and utterly fucked.","May 12, 2023 · 2:31 PM UTC"
@authorbtwomey,"#twitter Twitter's new CEO, Linda Yaccarino, is currently the Executive Chair for the #Wef

#ElonMusk Just said to the world, I am no different than #democrats. I parade as Common man to fool the public

Dear #elon. We don't trust you nor your computers & we don't need you","May 12, 2023 · 2:31 PM UTC"
@_j__f,I don't get the excitement about this. Tesla did not perform so bad because Elon is the CEO of Twitter. He will still be the sole owner + CTO + exec. chairman. Doesn't change shit.,"May 12, 2023 · 2:28 PM UTC"
@jjjacobine,"i hope so

but i have a feeling elon will still maintain control somewhat by makin the ceo's decision go through him first or something

but hoping twitter just. reverse most of the shitty ass updates and bring back the removed twitter cropping","May 12, 2023 · 2:24 PM UTC"
@AndrewFmOregon,"Part of that ""easing demand"" is because Elon has turned into a far right nutter and conspiracy theorist.

EV buyers tend to be liberal because they care about the climate.

He should name a new CEO for Tesla and he can remain at Twitter since he's turned it into 4chan.","May 12, 2023 · 2:23 PM UTC"
@JamesLFlick01,"Twitter was fine until Elon decided to ruin it for the rest of us. Every decision he's made has dug its grave ever deeper, except the decision to step down as CEO. Even deciding to rebrand Twitter as ""X"" is in an effort to do away with it once and for all. No wonder the exodus.","May 12, 2023 · 2:20 PM UTC"
@MarthaForever2,I hope #Twitter dies in agony this new ceo being a #WorldEconomicForum puppet I hope this whole ass social media site suffers Elon musk y’all played us but hey rich parasites like you were always gonna do shit,"May 12, 2023 · 2:19 PM UTC"
@MikeMarichal,"the CEO of twitter “problem” was just MSM bullshit, so it poped on the news then back down when people realized it makes no difference.  i alaways knew it made no difference; Tesla will continue to kickass regardless how many companies Elon has under his belt.","May 12, 2023 · 2:17 PM UTC"
@ahsokavaders,i hope the new twitter ceo undoes all the shitty updates we've gotten since elon took over. god that would be amazing,"May 12, 2023 · 2:15 PM UTC"
@RandomOpiner,"If you hire a “woke mind virus” practitioner as CEO - of the Harvard/Wharton type that killed Bud Light’s brand, you will have wasted your time and money buying Twitter. Obviously.

There’s only one you, Elon. There are a million Woke-indoctrinated HR types in degreed class…","May 12, 2023 · 2:08 PM UTC"
@FrankRizz07,"I signed up for Twitter Blue to support @elonmusk . 

With his new move of announcing a WEF stooge as the new CEO, I've just CANCELLED my subscription.

I never wanted a blue check or different features. I wanted to support free speech. 

Shitty move, Elon. 🤬

#Unsubscribe","May 12, 2023 · 1:36 PM UTC"
@MemeRtPolitics,How should Elon pick the new Twitter CEO?,"May 12, 2023 · 1:29 PM UTC"
@BarbYohn1,Elon hired a CEO because his business investors in the real world where complaining he was distracted playing on SM,"May 12, 2023 · 1:22 PM UTC"
@LarryHo42289475,Perhaps it is you who doesn't understand his intentions. How do you know the dynamic between Elon and this new CEO? It could all be a part of his plan did you the change and rectify Twitter's reputation as ad safe,"May 12, 2023 · 12:55 PM UTC"
@dvitch1010,"@elonmusk HUGE MISS on hiring an NBC propagandist as CEO of Twitter, 

sorry Elon you fucked up big time
Hope Tucker saves you!","May 12, 2023 · 12:53 PM UTC"
@whitakermike33,"all in fun Elon bcuz you can post up and put it anywhere,including @Twitter. Seeing/Reading  hdlines = HAPPINESS BRK THT Word DwN u get ELON STNDNG THERE w Wang out. new CEO bent in front w EAr2EAR😋 Must you assume he had reached a fairy tail level of happiness. UR#1-hapypenis","May 12, 2023 · 12:33 PM UTC"
@sp3cul8r,"Feels like there is a headline war between shorts and longs on $TSLA Shorts probably livid, on this gap up

Last night and this morning:

1-Elon hires Twitter CEO
2-Meaningless recall on 1 million Chinese Teslas (over-the-air software update)
3-Tesla raises prices on some models","May 12, 2023 · 12:23 PM UTC"
@ShaverKarea,Other than sucking as the CEO of Twitter I wonder what else she's sucking on Elon.,"May 12, 2023 · 12:11 PM UTC"
@TheDirtyStain,I know nobody cares but I’ll be getting off Twitter if that plant becomes the CEO.  Do better Elon,"May 12, 2023 · 11:50 AM UTC"
@ShotGun_Bonnie,"I just read that Elon’s pick for Twitter's CEO, Linda Yaccarino is currently the Executive Chair for the World Economic Forum… he can’t be serious with this ?!?! Please tell me this is a joke !!","May 12, 2023 · 11:47 AM UTC"
@RickyGoosaci,"Fuck the WEF, fuck the new ceo of Twitter, fuck Elon, fuck the nwo. And gm.","May 12, 2023 · 11:25 AM UTC"
@theDetroitJames,Elon Musk hiring a WEF executive to be the new CEO of Twitter is like if Luke Skywalker hired Darth Vader to lead the Rebel Alliance. Its like having Hunter Biden head up a sex trafficking task force. Like Derek Jeter becoming Manager of the Red Sox. @elonmusk… WTF DUDE?!?,"May 12, 2023 · 11:22 AM UTC"
@cup_id__,o meu twitter simples bugou e não tá aceitando os clipes cortados certinhos eu vou me matar na frente do elon musk eu to avisando eu só queria postar essa porra,"May 12, 2023 · 10:52 AM UTC"
@Oleg_N_Lytkin,"Oh shit, WEF Chair as Twitter CEO, we f*cked...
Once WEF always WEF.
@elonmusk Elon, WEF is pure evil...","May 12, 2023 · 10:37 AM UTC"
@Lasconaa,"From now on, Elon Musk fucking up Twitter and then appointing a female CEO should be the textbook example for the glass cliff phenomenon.","May 12, 2023 · 10:00 AM UTC"
@akson_adam,This is a disaster. The WEF and its members aren't exactly known for advocating free-speech. I'm shocked Elon would appoint a member as CEO of Twitter :(,"May 12, 2023 · 9:03 AM UTC"
@graeme_cobb,"Twitter noise since October 22:

Twitter needs a CEO
Elon not appointing CEO quickly enough
Waah, we don’t like change 
Ooh Twitter blue 🤔
Ooh Community Notes 🤔
Ooh Creator subscriptions 🤔
Twitter appoints CEO
Waah we don’t like the CEO

Summary: suck it up people, all is well","May 12, 2023 · 8:43 AM UTC"
@feck_me_running,"first off..fuck trudeau..
second off fuck joe biden.
.third off..fuck elon for getting ready to appoint a WEF ceo to twitter....
if ive missed anyone dont worry i will get there","May 12, 2023 · 8:33 AM UTC"
@silverprofesor,"🔴🚨 Son 24 saatin önemli kripto gelişmeleri:👇

🔸#BTC 27k $'ın Altına Düştü
🔸Coinbase'in SEC'e Açtığı Davaya ABD Ticaret Odası'ndan Destek geldi.
🔸🇺🇸 Cumhuriyetçi Milletvekilleri Kripto Şirketleri İçin SEC'e Mektup Yazdı.
🔸Elon Musk, Twitter'a Yeni CEO Bulduğunu Açıkladı.
+","May 12, 2023 · 8:06 AM UTC"
@hypnoslave247,"Presidential Briefing 💫
Oh no Mr. President, Elon hates NBC and this guy on the porn account asked Elon to make him CEO like 5 times and he's been ""roleplaying"" as leftist technocrat Elon this whole time and oh no ReVErSE ThE SAlE oF TWiTTeR HUrrY!","May 12, 2023 · 7:55 AM UTC"
@ThebetterJD,It was 100% a shit show. CNN from what I hear is a lot like Twitter when Elon bought it. Everybody working there is complaining that the CEO has no idea what the fuck he’s doing and there’s nothing they can do about it because yay corporatism.,"May 12, 2023 · 7:51 AM UTC"
@yuvnique,"Flash:

Twitter CEO Elon Musk has decided to step down from the post.

The billionaire has decided not to function as Twitter CEO after a few weeks.

#TwitterCEO #ElonMusk","May 12, 2023 · 7:44 AM UTC"
@CryptoGMB,Why is someone who is part of the WEF becoming Twitter ceo? All is not as it seems with Elon. He is doing some shady shit,"May 12, 2023 · 7:32 AM UTC"
@ued_in,"Elon just shot himself in the Ass , how many folks were waiting to see who he appointed as CEO before taking up Twitter subscription ? And how many will now decide to end that subscription? Remember money talks , bullshit walks ? Pull your subscriptions","May 12, 2023 · 7:10 AM UTC"
@t_oshit,"Won't be surprised if Elon flipped twitter to WEF for profit - also remains in the company to make sure it runs smoothly and with effective personnel. Would be very happy to be wrong, but the new CEO is bad news - 100%
I am on nostr, but what else? (i'm not US based)","May 12, 2023 · 7:09 AM UTC"
@ChanceMe0721,"I think Twitter gets worse going forward… 

Elon Musk clearly doesn’t give a rat’s ass about small, nobody accounts being perpetually shadow banned and routinely suspended for stupid, ambiguous reasons. 

There’s no way his new CEO is going to be any better in that regard.","May 12, 2023 · 7:05 AM UTC"
@CaptianDeeBag,"Ok good to delegate, you can focus on other accomplishments but please don't let it suck again Elon. Twitter currently represents American 1st Amendment rights  very well and should not waiver under your new CEO. Monitor the ""suck level"" like Twitter used to monitor free thoughts","May 12, 2023 · 6:50 AM UTC"
@Reason_Will_Win,We shall see tomorrow… Those who do not oppose the new Twitter CEO who is a WEF social justice warrior are 100% in the “Suck Elon Dick” club.,"May 12, 2023 · 6:47 AM UTC"
@dvkhvfsnjfb,The new Twitter CEO is worse than anything i could've imagined💀 ELON why are you such a bitch,"May 12, 2023 · 6:31 AM UTC"
@ImMeme0,Elon can you spill the beans and tell us who is Twitter’s new CEO?,"May 12, 2023 · 6:03 AM UTC"
@DamooreJanice,"Maybe Elon banging her too. Naming the kids ASCII DEI or some cruel bullshit like that. If this BlackRock and WEF clown is the CEO, good night everyone. Twitter 2.0 will be censored worse than Twitter 1.0.","May 12, 2023 · 5:44 AM UTC"
@Miketoloko,"Elon Musk ya se ha cansado de romper twitter y dice que lo deja, que ha contratado a una CEO y en 6 semanas se pira porque dice que está hasta la poia y que sois todos unos hijosdeputa que no hacéis más que meteros con él. Ah, y que no queréis pagar el blue, eso también.","May 12, 2023 · 5:39 AM UTC"
@FunktastiqueP,Nah. the CEO of Twitter needs a unique personality more than traditional CEO traits. That said she needs to be a troll queen to come close to Elon's trolling skills. Let that sink in.,"May 12, 2023 · 5:08 AM UTC"
@Aknecromancer,"For the sake of clarity, Elon Musk has not yet announced the new CEO of Twitter. However, he did mention that the individual is a woman. The image accompanying this tweet features a woman who is associated with a Twitter account dedicated to generating AI-related content.","May 12, 2023 · 4:16 AM UTC"
@ONeilBox,"But wait. Wasn't #Twitter a PUBLIC company UNTIL it was TAKEN PRIVATE by $TSLA, err scratch that, I mean Elon Musk the CEO of #TESLA as his sandbox and
$44 Billion dollar advertising agency?
So those rules do not apply 😹
/sarc","May 12, 2023 · 4:01 AM UTC"
@ModelYManiac,"... or a Trojan horse to the left, placating them that the've defeated Elon's quest to reform Twitter.  The fact that Elon remains CTO in charge of operations makes the new CEO more of a figurehead.","May 12, 2023 · 3:47 AM UTC"
@txshaemac,"All the phony Conservatives who kissed Elon's butt, just AOK with the hiring of a global WEF pos as Twitter's CEO and still all chummy.
Hilarious.
Yall are part of this country's problems.
Zero principles.
Cucks.","May 12, 2023 · 3:44 AM UTC"
@JacobPaladin2,"If this WEF corporate hack is really placed as the new CEO of twitter Elon might as well light 44 billion on fire and watch it burn. Anyone pushing new world order garbage can fuck off, anyone.","May 12, 2023 · 3:33 AM UTC"
@mbonitatibus75,@elonmusk This time you fucked up Elon Musk World order CEO for Twitter will not work.,"May 12, 2023 · 3:22 AM UTC"
@TARSRel0aded,Why would @elonmusk hire such an obvious globalist woke shitlib?? #Elon #TwitterCEO,"May 12, 2023 · 3:14 AM UTC"
@TasteYourShake,Ofc elon got a hardcore right wing propagandist follower as the new twitter ceo,"May 12, 2023 · 2:53 AM UTC"
@ovesjenkins,"Elon pulls a coup, gets Tucker to do his thing on Twitter. 

Also Elon: hires crazy WEF bitch to be CEO. 

It’s gonna be goddamn hilarious when she bans Tucker.","May 12, 2023 · 2:42 AM UTC"
@Michael54185421,"Elon, do NOT pick a liberal CEO… you will have bought Twitter for nothing… it will go back to being the same communist bullshit!!","May 12, 2023 · 2:35 AM UTC"
@psPetePatel7,"Trending politics news 👇
         Hours after Twitter owner Elon Musk announced that he would be vacating the CEO position and hiring a full-time replacement, a report from the Wall Street Journal named NBCUniversal advertising chief Linda Yaccarino as the leading candidate.","May 12, 2023 · 2:30 AM UTC"
@SerhatO46257946,"Baska yerde de bu kadin Twitter yeni CEO su olarak lanse edildi, Elon Musk tarafindan. Japonya tutucu bir ulkedir, biraz da maco kultur. Kisaca kadin bir saglik bakani olabilir ama boyle giyinemez. Yalan haber, dunyadan bi haber","May 12, 2023 · 2:19 AM UTC"
@thismoji,The amount of misogyny I’ve seen since elon musk mentioned about the new ceo of twitter being a woman is unreal. Though i can’t really say I’m surprised. Watch them blame it on her sex the minute they are unsatisfied with something or some updates. These fucking losers.,"May 12, 2023 · 1:55 AM UTC"
@civildisstream,"I'm sure in Elon's baby brain, passing the CEO / etc status off to someone else will ""clear"" him of all the legal shit he's brought on himself with his Twitter management. But y'know, that doesn't work. Like ever. At best it buys him time, a year or two, from financial penalties.","May 12, 2023 · 1:38 AM UTC"
@JorgeInsecto70,Elon CEO Twitter WEF??? Free Spech bullshit,"May 12, 2023 · 1:37 AM UTC"
@gooseifur,"“If Twitter becomes what Elon musk hopes, bias of the ceo won’t matter” 

What vision are you sucking off Elon for? The bias absolutely matters and his vision of Twitter has shown that. Wtf.","May 12, 2023 · 1:35 AM UTC"
@The1EyedBedouin,"Its only free soeech if your famous point 1.
Point 2. New ceo is a wef shill
Point 3.
Elon and teslas rise was govt funded 
Point 4 twitter is still full of pedo accounts .","May 12, 2023 · 1:27 AM UTC"
@cancelledtruth,Breaking: Elon Musk pries Twitter from the hands of the security state only to turn it over to the Globalist at the WEF!!! #TwitterCEO,"May 12, 2023 · 1:23 AM UTC"
@EyeOnMatters,"Hey Elon, while you’re on the shitter, can you comment on the new CEOs involvement in the WEF? I think all of Twitter needs to know.","May 12, 2023 · 1:23 AM UTC"
@chunyoomi,"Elon Musk

X/Twitter의 새로운 CEO를 고용했다는 소식을 전하게 되어 기쁩니다. 그녀는 ~6주 후에 시작할 것입니다!  제 역할은 제품, 소프트웨어 및 시옵스를 감독하는 임원 겸 CTO로 전환될 것입니다.","May 12, 2023 · 1:05 AM UTC"
@wkrurwmd,"Elon Musk

X/Twitter의 새로운 CEO를 고용했다는 소식을 전하게 되어 기쁩니다. 그녀는 ~6주 후에 시작할 것입니다!  제 역할은 제품, 소프트웨어 및 시옵스를 감독하는 임원 겸 CTO로 전환될 것입니다.","May 12, 2023 · 1:04 AM UTC"
@Gryffindor4905,"The folks leading CNN should be fired! But keep letting Trump go on TV so America can see how an asshole Donald Trump is. Plus thank you Elon for stepping down as Twitter CEO, just another problem out the window. Let's hope the new Twitter CEO is not a shitbag like Elon!","May 12, 2023 · 12:57 AM UTC"
@Sydn3yF4llonG0o,"the average twitter user stands for Nothing honestly, it’s whatever generic ideals like Equity and Freedom sound best in 250 characters or whatever the fuck elon gave us before he tapped out to fuck more overseas instagram models. ur the Next CEO, ivy","May 12, 2023 · 12:42 AM UTC"
